Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value,Low CI,High CI,Confidence Interval,Quartile range,code,Start Date
1,Anxiety Disorder,By Race Ethnicity,United States,Hispanic or Latino,4,May 21 - May 26,36.3,33.5,39.2,33.5 - 39.2,,,21-May
1,Anxiety Disorder,By Race Ethnicity,United States,White,4,May 21 - May 26,27.6,26.7,28.5,26.7 - 28.5,,,21-May
1,Anxiety Disorder,By Race Ethnicity,United States,Black,4,May 21 - May 26,30.2,27.8,32.7,27.8 - 32.7,,,21-May
1,Anxiety Disorder,By Race Ethnicity,United States,Asian,4,May 21 - May 26,22.2,19.6,25,19.6 - 25.0,,,21-May
1,Anxiety Disorder,By Race Ethnicity,United States,Other,4,May 21 - May 26,38.6,34.5,42.9,34.5 - 42.9,,,21-May
1,Anxiety Disorder,By Education,United States,Less than a high school diploma,4,May 21 - May 26,40.6,36.8,44.5,36.8 - 44.5,,,21-May
1,Anxiety Disorder,By Education,United States,High school diploma or GED,4,May 21 - May 26,29.5,27.9,31.1,27.9 - 31.1,,,21-May
1,Anxiety Disorder,By Education,United States,Some college/Associate's degree,4,May 21 - May 26,32.4,31.3,33.6,31.3 - 33.6,,,21-May
1,Anxiety Disorder,By Education,United States,Bachelor's degree or higher,4,May 21 - May 26,23.7,22.9,24.6,22.9 - 24.6,,,21-May
1,Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,4,May 21 - May 26,34.3,33.6,35.1,33.6 - 35.1,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,4,May 21 - May 26,46.6,44,49.2,44.0 - 49.2,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,4,May 21 - May 26,39.5,37.9,41.1,37.9 - 41.1,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,4,May 21 - May 26,35.7,34.2,37.4,34.2 - 37.4,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,4,May 21 - May 26,33.7,32,35.4,32.0 - 35.4,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,4,May 21 - May 26,27.4,25.7,29.1,25.7 - 29.1,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,4,May 21 - May 26,18.8,16.5,21.2,16.5 - 21.2,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,4,May 21 - May 26,20.1,14,27.5,14.0 - 27.5,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,4,May 21 - May 26,30.3,29.1,31.5,29.1 - 31.5,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,4,May 21 - May 26,38.1,37,39.2,37.0 - 39.2,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Hispanic or Latino,4,May 21 - May 26,41.5,38.6,44.5,38.6 - 44.5,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,White,4,May 21 - May 26,32.3,31.4,33.3,31.4 - 33.3,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Black,4,May 21 - May 26,35.6,32.9,38.3,32.9 - 38.3,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Asian,4,May 21 - May 26,27.6,24.5,30.8,24.5 - 30.8,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Other,4,May 21 - May 26,43.4,39.5,47.4,39.5 - 47.4,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,4,May 21 - May 26,47.7,43.4,52.1,43.4 - 52.1,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,4,May 21 - May 26,35.3,33.6,37.1,33.6 - 37.1,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,4,May 21 - May 26,37.6,36.4,38.8,36.4 - 38.8,,,21-May
1,Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,4,May 21 - May 26,27,26.1,27.9,26.1 - 27.9,,,21-May
1,Depressive Disorder,National Estimate,United States,United States,5,May 28 - June 2,25.3,24.7,25.8,24.7 - 25.8,,,28-May
1,Depressive Disorder,By Age,United States,18 - 29 years,5,May 28 - June 2,36.8,34.8,38.8,34.8 - 38.8,,,28-May
1,Depressive Disorder,By Age,United States,30 - 39 years,5,May 28 - June 2,27.9,26.6,29.2,26.6 - 29.2,,,28-May
1,Depressive Disorder,By Age,United States,40 - 49 years,5,May 28 - June 2,25.7,24.2,27.3,24.2 - 27.3,,,28-May
1,Depressive Disorder,By Age,United States,50 - 59 years,5,May 28 - June 2,25.1,23.4,26.8,23.4 - 26.8,,,28-May
1,Depressive Disorder,By Age,United States,60 - 69 years,5,May 28 - June 2,18,16.7,19.3,16.7 - 19.3,,,28-May
1,Depressive Disorder,By Age,United States,70 - 79 years,5,May 28 - June 2,15.5,13.5,17.6,13.5 - 17.6,,,28-May
1,Depressive Disorder,By Age,United States,80 years and above,5,May 28 - June 2,14.9,10.7,20,10.7 - 20.0,,,28-May
1,Depressive Disorder,By Gender,United States,Male,5,May 28 - June 2,23,22,23.9,22.0 - 23.9,,,28-May
1,Depressive Disorder,By Gender,United States,Female,5,May 28 - June 2,27.4,26.6,28.2,26.6 - 28.2,,,28-May
1,Depressive Disorder,By Race Ethnicity,United States,Hispanic or Latino,5,May 28 - June 2,26.3,24.6,28.1,24.6 - 28.1,,,28-May
1,Depressive Disorder,By Race Ethnicity,United States,White,5,May 28 - June 2,23.7,22.9,24.4,22.9 - 24.4,,,28-May
1,Depressive Disorder,By Race Ethnicity,United States,Black,5,May 28 - June 2,29.9,27.7,32.2,27.7 - 32.2,,,28-May
1,Depressive Disorder,By Race Ethnicity,United States,Asian,5,May 28 - June 2,22,19.5,24.7,19.5 - 24.7,,,28-May
1,Depressive Disorder,By Race Ethnicity,United States,Other,5,May 28 - June 2,37.6,33.3,42,33.3 - 42.0,,,28-May
1,Depressive Disorder,By Education,United States,Less than a high school diploma,5,May 28 - June 2,31.9,28.6,35.4,28.6 - 35.4,,,28-May
1,Depressive Disorder,By Education,United States,High school diploma or GED,5,May 28 - June 2,27.8,26.3,29.5,26.3 - 29.5,,,28-May
1,Depressive Disorder,By Education,United States,Some college/Associate's degree,5,May 28 - June 2,27.8,26.7,29,26.7 - 29.0,,,28-May
1,Depressive Disorder,By Education,United States,Bachelor's degree or higher,5,May 28 - June 2,18.6,17.7,19.6,17.7 - 19.6,,,28-May
1,Anxiety Disorder,National Estimate,United States,United States,5,May 28 - June 2,30.6,30,31.2,30.0 - 31.2,,,28-May
1,Anxiety Disorder,By Age,United States,18 - 29 years,5,May 28 - June 2,42.2,40.5,43.9,40.5 - 43.9,,,28-May
1,Anxiety Disorder,By Age,United States,30 - 39 years,5,May 28 - June 2,35.8,34.5,37.2,34.5 - 37.2,,,28-May
1,Anxiety Disorder,By Age,United States,40 - 49 years,5,May 28 - June 2,32.1,30.6,33.6,30.6 - 33.6,,,28-May
1,Anxiety Disorder,By Age,United States,50 - 59 years,5,May 28 - June 2,29.3,27.8,30.9,27.8 - 30.9,,,28-May
1,Anxiety Disorder,By Age,United States,60 - 69 years,5,May 28 - June 2,23,21.6,24.4,21.6 - 24.4,,,28-May
1,Anxiety Disorder,By Age,United States,70 - 79 years,5,May 28 - June 2,18.2,15.9,20.7,15.9 - 20.7,,,28-May
1,Anxiety Disorder,By Age,United States,80 years and above,5,May 28 - June 2,13.3,9.6,17.8,9.6 - 17.8,,,28-May
1,Anxiety Disorder,By Gender,United States,Male,5,May 28 - June 2,26,25.1,26.8,25.1 - 26.8,,,28-May
1,Anxiety Disorder,By Gender,United States,Female,5,May 28 - June 2,35,34.3,35.8,34.3 - 35.8,,,28-May
1,Anxiety Disorder,By Race Ethnicity,United States,Hispanic or Latino,5,May 28 - June 2,32.1,30.1,34.1,30.1 - 34.1,,,28-May
1,Anxiety Disorder,By Race Ethnicity,United States,White,5,May 28 - June 2,29,28.2,29.8,28.2 - 29.8,,,28-May
1,Anxiety Disorder,By Race Ethnicity,United States,Black,5,May 28 - June 2,33.8,31.6,36.2,31.6 - 36.2,,,28-May
1,Anxiety Disorder,By Race Ethnicity,United States,Asian,5,May 28 - June 2,28.4,25.3,31.7,25.3 - 31.7,,,28-May
1,Anxiety Disorder,By Race Ethnicity,United States,Other,5,May 28 - June 2,44.6,40.8,48.4,40.8 - 48.4,,,28-May
1,Anxiety Disorder,By Education,United States,Less than a high school diploma,5,May 28 - June 2,37.8,34.2,41.5,34.2 - 41.5,,,28-May
1,Anxiety Disorder,By Education,United States,High school diploma or GED,5,May 28 - June 2,31.4,29.8,32.9,29.8 - 32.9,,,28-May
1,Anxiety Disorder,By Education,United States,Some college/Associate's degree,5,May 28 - June 2,32.8,31.7,33.9,31.7 - 33.9,,,28-May
1,Anxiety Disorder,By Education,United States,Bachelor's degree or higher,5,May 28 - June 2,25.9,25.1,26.8,25.1 - 26.8,,,28-May
1,Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,5,May 28 - June 2,35.5,34.8,36.1,34.8 - 36.1,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,5,May 28 - June 2,49.3,47.4,51.2,47.4 - 51.2,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,5,May 28 - June 2,40.6,39.2,42,39.2 - 42.0,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,5,May 28 - June 2,36.9,35.3,38.6,35.3 - 38.6,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,5,May 28 - June 2,33.6,31.9,35.4,31.9 - 35.4,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,5,May 28 - June 2,27,25.6,28.5,25.6 - 28.5,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,5,May 28 - June 2,21.7,19.3,24.2,19.3 - 24.2,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,5,May 28 - June 2,19.2,14.7,24.4,14.7 - 24.4,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,5,May 28 - June 2,31.1,30.2,32.1,30.2 - 32.1,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,5,May 28 - June 2,39.6,38.9,40.3,38.9 - 40.3,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Hispanic or Latino,5,May 28 - June 2,38.3,36.2,40.4,36.2 - 40.4,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,White,5,May 28 - June 2,33.1,32.3,33.9,32.3 - 33.9,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Black,5,May 28 - June 2,40.5,38.3,42.7,38.3 - 42.7,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Asian,5,May 28 - June 2,34.2,31.6,37,31.6 - 37.0,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Other,5,May 28 - June 2,49.6,45.9,53.4,45.9 - 53.4,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,5,May 28 - June 2,43.9,40.4,47.5,40.4 - 47.5,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,5,May 28 - June 2,36.7,35.1,38.3,35.1 - 38.3,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,5,May 28 - June 2,38.3,37.2,39.4,37.2 - 39.4,,,28-May
1,Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,5,May 28 - June 2,29.4,28.5,30.3,28.5 - 30.3,,,28-May
1,Depressive Disorder,National Estimate,United States,United States,6,June 4 - June 9,25.8,25,26.7,25.0 - 26.7,,,4-Jun
1,Depressive Disorder,By Age,United States,18 - 29 years,6,June 4 - June 9,37,34.3,39.7,34.3 - 39.7,,,4-Jun
1,Depressive Disorder,By Age,United States,30 - 39 years,6,June 4 - June 9,29.1,27.5,30.7,27.5 - 30.7,,,4-Jun
1,Depressive Disorder,By Age,United States,40 - 49 years,6,June 4 - June 9,27,25.5,28.6,25.5 - 28.6,,,4-Jun
1,Depressive Disorder,By Age,United States,50 - 59 years,6,June 4 - June 9,26,24.2,27.9,24.2 - 27.9,,,4-Jun
1,Depressive Disorder,By Age,United States,60 - 69 years,6,June 4 - June 9,19.8,18.1,21.7,18.1 - 21.7,,,4-Jun
1,Depressive Disorder,By Age,United States,70 - 79 years,6,June 4 - June 9,13.1,11.4,14.9,11.4 - 14.9,,,4-Jun
1,Depressive Disorder,By Age,United States,80 years and above,6,June 4 - June 9,12.3,8.2,17.6,8.2 - 17.6,,,4-Jun
1,Depressive Disorder,By Gender,United States,Male,6,June 4 - June 9,23.7,22.3,25.1,22.3 - 25.1,,,4-Jun
1,Depressive Disorder,By Gender,United States,Female,6,June 4 - June 9,27.8,26.8,28.8,26.8 - 28.8,,,4-Jun
1,Depressive Disorder,By Race Ethnicity,United States,Hispanic or Latino,6,June 4 - June 9,30.8,28.4,33.3,28.4 - 33.3,,,4-Jun
1,Depressive Disorder,By Race Ethnicity,United States,White,6,June 4 - June 9,23.9,22.9,24.8,22.9 - 24.8,,,4-Jun
1,Depressive Disorder,By Race Ethnicity,United States,Black,6,June 4 - June 9,29.6,27.1,32.2,27.1 - 32.2,,,4-Jun
1,Depressive Disorder,By Race Ethnicity,United States,Asian,6,June 4 - June 9,19.8,16.7,23.2,16.7 - 23.2,,,4-Jun
1,Depressive Disorder,By Race Ethnicity,United States,Other,6,June 4 - June 9,33.9,30.4,37.5,30.4 - 37.5,,,4-Jun
1,Depressive Disorder,By Education,United States,Less than a high school diploma,6,June 4 - June 9,37.1,33.3,40.9,33.3 - 40.9,,,4-Jun
1,Depressive Disorder,By Education,United States,High school diploma or GED,6,June 4 - June 9,27.6,25.8,29.6,25.8 - 29.6,,,4-Jun
1,Depressive Disorder,By Education,United States,Some college/Associate's degree,6,June 4 - June 9,28.2,26.8,29.7,26.8 - 29.7,,,4-Jun
1,Depressive Disorder,By Education,United States,Bachelor's degree or higher,6,June 4 - June 9,18.9,18.1,19.7,18.1 - 19.7,,,4-Jun
1,Anxiety Disorder,National Estimate,United States,United States,6,June 4 - June 9,31.1,30.2,32.1,30.2 - 32.1,,,4-Jun
1,Anxiety Disorder,By Age,United States,18 - 29 years,6,June 4 - June 9,41.7,39.2,44.4,39.2 - 44.4,,,4-Jun
1,Anxiety Disorder,By Age,United States,30 - 39 years,6,June 4 - June 9,36.8,35,38.6,35.0 - 38.6,,,4-Jun
1,Anxiety Disorder,By Age,United States,40 - 49 years,6,June 4 - June 9,34.9,33,36.9,33.0 - 36.9,,,4-Jun
1,Anxiety Disorder,By Age,United States,50 - 59 years,6,June 4 - June 9,31.8,29.9,33.6,29.9 - 33.6,,,4-Jun
1,Anxiety Disorder,By Age,United States,60 - 69 years,6,June 4 - June 9,22.3,20.4,24.3,20.4 - 24.3,,,4-Jun
1,Anxiety Disorder,By Age,United States,70 - 79 years,6,June 4 - June 9,15.4,13.6,17.5,13.6 - 17.5,,,4-Jun
1,Anxiety Disorder,By Age,United States,80 years and above,6,June 4 - June 9,13.7,9.4,19.1,9.4 - 19.1,,,4-Jun
1,Anxiety Disorder,By Gender,United States,Male,6,June 4 - June 9,26.8,25.4,28.4,25.4 - 28.4,,,4-Jun
1,Anxiety Disorder,By Gender,United States,Female,6,June 4 - June 9,35.1,34.1,36.1,34.1 - 36.1,,,4-Jun
1,Anxiety Disorder,By Race Ethnicity,United States,Hispanic or Latino,6,June 4 - June 9,34,31.6,36.6,31.6 - 36.6,,,4-Jun
1,Anxiety Disorder,By Race Ethnicity,United States,White,6,June 4 - June 9,29.6,28.7,30.6,28.7 - 30.6,,,4-Jun
1,Anxiety Disorder,By Race Ethnicity,United States,Black,6,June 4 - June 9,34.6,31.7,37.5,31.7 - 37.5,,,4-Jun
1,Anxiety Disorder,By Race Ethnicity,United States,Asian,6,June 4 - June 9,25.6,21.9,29.5,21.9 - 29.5,,,4-Jun
1,Anxiety Disorder,By Race Ethnicity,United States,Other,6,June 4 - June 9,40.4,36,44.8,36.0 - 44.8,,,4-Jun
1,Anxiety Disorder,By Education,United States,Less than a high school diploma,6,June 4 - June 9,36.9,33.6,40.4,33.6 - 40.4,,,4-Jun
1,Anxiety Disorder,By Education,United States,High school diploma or GED,6,June 4 - June 9,31,28.9,33.1,28.9 - 33.1,,,4-Jun
1,Anxiety Disorder,By Education,United States,Some college/Associate's degree,6,June 4 - June 9,33.6,32.2,35.1,32.2 - 35.1,,,4-Jun
1,Anxiety Disorder,By Education,United States,Bachelor's degree or higher,6,June 4 - June 9,27.3,26.4,28.2,26.4 - 28.2,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,6,June 4 - June 9,36.1,35.2,37,35.2 - 37.0,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,6,June 4 - June 9,49.3,46.8,51.8,46.8 - 51.8,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,6,June 4 - June 9,41.5,39.7,43.3,39.7 - 43.3,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,6,June 4 - June 9,39,37.2,40.9,37.2 - 40.9,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,6,June 4 - June 9,36,34,38.1,34.0 - 38.1,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,6,June 4 - June 9,27.4,25.4,29.5,25.4 - 29.5,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,6,June 4 - June 9,19,16.9,21.3,16.9 - 21.3,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,6,June 4 - June 9,18.6,13.9,24,13.9 - 24.0,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,6,June 4 - June 9,31.9,30.4,33.5,30.4 - 33.5,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,6,June 4 - June 9,40,39,41,39.0 - 41.0,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Hispanic or Latino,6,June 4 - June 9,40.8,38.2,43.4,38.2 - 43.4,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,White,6,June 4 - June 9,34,33,35,33.0 - 35.0,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Black,6,June 4 - June 9,40,37.1,42.9,37.1 - 42.9,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Asian,6,June 4 - June 9,29.2,25.5,33,25.5 - 33.0,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Race Ethnicity,United States,Other,6,June 4 - June 9,48.1,43.6,52.7,43.6 - 52.7,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,6,June 4 - June 9,44.7,41.2,48.2,41.2 - 48.2,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,6,June 4 - June 9,36.8,34.7,38.8,34.7 - 38.8,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,6,June 4 - June 9,39.3,37.8,40.7,37.8 - 40.7,,,4-Jun
1,Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,6,June 4 - June 9,30.2,29.3,31.1,29.3 - 31.1,,,4-Jun
1,Depressive Disorder,National Estimate,United States,United States,7,June 11 - June 16,25.1,24.3,25.9,24.3 - 25.9,,,11-Jun
1,Depressive Disorder,By Age,United States,18 - 29 years,7,June 11 - June 16,36.8,33.9,39.7,33.9 - 39.7,,,11-Jun
1,Depressive Disorder,By Age,United States,30 - 39 years,7,June 11 - June 16,26.7,25.3,28.2,25.3 - 28.2,,,11-Jun
1,Depressive Disorder,By Age,United States,40 - 49 years,7,June 11 - June 16,25.9,24.1,27.6,24.1 - 27.6,,,11-Jun
1,Depressive Disorder,By Age,United States,50 - 59 years,7,June 11 - June 16,24.6,22.6,26.7,22.6 - 26.7,,,11-Jun
1,Depressive Disorder,By Age,United States,60 - 69 years,7,June 11 - June 16,19.6,18.1,21.2,18.1 - 21.2,,,11-Jun
1,Depressive Disorder,By Age,United States,70 - 79 years,7,June 11 - June 16,15.5,13.3,17.8,13.3 - 17.8,,,11-Jun
1,Depressive Disorder,By Age,United States,80 years and above,7,June 11 - June 16,9.9,6.8,13.7,6.8 - 13.7,,,11-Jun
1,Depressive Disorder,By Gender,United States,Male,7,June 11 - June 16,23.3,22.2,24.5,22.2 - 24.5,,,11-Jun
1,Depressive Disorder,By Gender,United States,Female,7,June 11 - June 16,26.7,25.8,27.7,25.8 - 27.7,,,11-Jun
1,Depressive Disorder,By Race Ethnicity,United States,Hispanic or Latino,7,June 11 - June 16,28.4,25.5,31.5,25.5 - 31.5,,,11-Jun
1,Depressive Disorder,By Race Ethnicity,United States,White,7,June 11 - June 16,23.5,22.6,24.6,22.6 - 24.6,,,11-Jun
1,Depressive Disorder,By Race Ethnicity,United States,Black,7,June 11 - June 16,28.3,25.8,30.9,25.8 - 30.9,,,11-Jun
1,Depressive Disorder,By Race Ethnicity,United States,Asian,7,June 11 - June 16,21,16.9,25.5,16.9 - 25.5,,,11-Jun
1,Depressive Disorder,By Race Ethnicity,United States,Other,7,June 11 - June 16,32.3,28.4,36.4,28.4 - 36.4,,,11-Jun
1,Depressive Disorder,By Education,United States,Less than a high school diploma,7,June 11 - June 16,31.4,27.7,35.3,27.7 - 35.3,,,11-Jun
1,Depressive Disorder,By Education,United States,High school diploma or GED,7,June 11 - June 16,27.5,25.6,29.5,25.6 - 29.5,,,11-Jun
1,Depressive Disorder,By Education,United States,Some college/Associate's degree,7,June 11 - June 16,28.4,26.9,29.9,26.9 - 29.9,,,11-Jun
1,Depressive Disorder,By Education,United States,Bachelor's degree or higher,7,June 11 - June 16,17.9,17,18.9,17.0 - 18.9,,,11-Jun
1,Anxiety Disorder,National Estimate,United States,United States,7,June 11 - June 16,31.7,30.9,32.5,30.9 - 32.5,,,11-Jun
1,Anxiety Disorder,By Age,United States,18 - 29 years,7,June 11 - June 16,42.9,40.1,45.7,40.1 - 45.7,,,11-Jun
1,Anxiety Disorder,By Age,United States,30 - 39 years,7,June 11 - June 16,35.8,34.2,37.5,34.2 - 37.5,,,11-Jun
1,Anxiety Disorder,By Age,United States,40 - 49 years,7,June 11 - June 16,34.8,32.9,36.8,32.9 - 36.8,,,11-Jun
1,Anxiety Disorder,By Age,United States,50 - 59 years,7,June 11 - June 16,31.7,29.7,33.7,29.7 - 33.7,,,11-Jun
1,Anxiety Disorder,By Age,United States,60 - 69 years,7,June 11 - June 16,23.6,21.9,25.3,21.9 - 25.3,,,11-Jun
